TIME_T,Plasticity,ผังสี,Zoning
31/12/1899 16:04:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 20:29:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:39:32,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 17:52:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:45:10,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 23:49:26,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 21:48:31,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 22:39:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 18:20:20,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:48:34,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 19:52:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:00:28,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:00:37,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:06:55,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:14:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:19:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:19:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:21:16,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:28:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:29:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:30:17,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:30:32,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 01:35:27,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:10:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:11:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:12:09,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:13:43,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:24:25,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:29:15,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:34:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:36:54,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:40:42,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:48:56,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:55:12,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 00:57:30,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:34:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:34:57,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:35:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:36:08,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:37:49,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:39:16,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:43:05,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 02:18:37,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 04:18:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 04:21:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 05:45:28,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 06:22:36,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 06:45:15,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 06:46:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:10:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:48:30,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:58:17,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:00:55,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:54:50,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 07:59:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:05:50,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:22:22,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:44:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:44:53,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 08:46:01,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:42:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:56:37,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:10:53,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:12:40,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:13:47,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:15:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:18:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:19:07,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:30:20,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:34:21,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:37:53,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:28:31,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:29:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 09:58:49,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:00:06,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:00:30,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:14:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:16:38,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:16:48,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:18:03,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:20:46,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:25:43,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:16:09,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:20:49,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:21:32,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:23:29,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:46:52,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:48:23,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:49:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:50:05,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:57:19,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 10:59:00,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:02:57,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:07:33,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 12:02:28,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 12:05:41,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 12:08:11,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:25:40,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:27:16,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:30:02,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
31/12/1899 11:36:14,30-50,สีน้ำตาล : ที่อยู่อาศัยหนาแน่นมาก,A
